"Marca","Codigo De Material SAP","Descripción Del Material SAP","Cod GENERICO","Txt GENERICO","Cod Grupo Artículo","descolorrgb","desdescubremas001","desdescubremas002","desdescubremas003","codcategoriawebredes","desimagen001","desimagen002","desimagen003","desimagen004","despaso001","despaso002","despaso003","despaso004","desperfumista001","desperfumista002","destip001","destip002","destip003","destip004","deswebredes","deslinkvideo001","deslinkvideo002","deslinkvideo003","deslinkvideo004","deslinkvideo005","desnombrecategoriawebredes","desnombrearchivovideo001","desnombrearchivovideo002","desnombrearchivovideo003","desnombrearchivovideo004","desnombreproductowebredes","despalabrasclave","desresumen","destextovideo001","destextovideo002","destextovideo003","destextovideo004","destextovideo005","destitulodescubremas001","destitulodescubremas002","destitulodescubremas003","destitulogeneralpasoapaso","destitulopaso001","destitulopaso002","destitulopaso003","destitulopaso004","destituloperfumista001","destituloperfumista002","destitulotip001","destitulotip002","destitulotip003","destitulotip004"
"ESIKA","200066489","ES PULSO MINI CC 10 ML","","","Fragancias","","Posee un poder de seducción innato que le permite conquistar a cualquier mujer a través de su mirada penetrante y su media sonrisa. Su aspecto puede parecer irreverente pero su elegancia y gestos de caballerosidad lo hacen irresistible. Aún sin conocerlo, puedes saber que tienes frente a ti a un hombre fascinante que disfruta de la vida y valora su libertad. - Fabienne Coupaye, Perfumista.","Un perfume elegante que encanta. Sus ingredientes con cardomomo, limón y nuez moscada se mezclan con hojas de tabaco, cedro rojo y cashmere.","La innovadora forma de prisma y los ángulos definidos del envase se inspiran en un hombre seguro de sí mismo, atractivo y con clase. El color negro le da el toque de elegancia moderna.","esika-020205","","","","","","","","","","","","","","","La fragancia que te hace irresistible, un aroma que provoca y envuelve. Pulso es la esencia del hombre fascinante e irreverente, dueño de una elegancia natural. Es carismático, autentico y seguro de sí mismo. Increíblemente atractivo e interesante.","","","","","","Oriental","","","","","Pulso Mini","","Eau de toilette 10 ml","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"ESIKA","200066490","ES WINNER SPORT MINI 10 ML","","","Fragancias","","Es la fragancia para el hombre ganador. Que tiene la confianza y la fuerza para ganar en el día a día. Es seguro de sí mismo y tiene mucha energía para desafiar todos los retos que se le presenten. ¡Es el Mejor! - Clito Hoedicke, Perfumista.","Una fragancia con enérgicas notas cítricas que mezcladas con notas amaderadas le dan el carácter masculino del hombre Kalos Sport.","El color azul connota seguridad y llevado a un tono vibrante se vuelve enérgico y deportivo. El metalizado aporta valor, siendo asociado a un deporte exclusivo.","esika-020202","","","","","","","","","","","","","","","Es la fragancia para el hombre ganador, es seguro de sí mismo y tiene mucha energía para desafiar todos los retos que se le presenten. Tiene la confianza y la fuerza para ganar en el día a día.","","","","","","Herbal","","","","","Winner Sport Mini","","Perfume masculino herbal activa de 10 ml.","","","","","","Concepto","Notas Olfativas","Inspiración del envase","","","","","","","","","","",""
"L'BEL","200069680","LBEL B&S COL SENSUAL 100ML","","","Fragancias","","Porque está inspirado en la sensualidad innata de la mujer y te hace descubrir un mundo de sensaciones placenteras.","Despiertan tus sentidos y hace que tus emociones estén a flor de piel.","Tiene notas cítricas, sándalo y canela que crean un aroma tan envolvente, como tu sensualidad.","lbel-030203","","","","","","","","","","","","","","","Una placentera sensación con notas cítricas, sándalo y canela. Tan envolvente, como tu sensualidad.","","","","","","Cítrica","","","","","Colonia Body & Spirit Sensual","","Eau de Toilette Atomiseur Pour Femme 100 ml e 3.4 fl. Oz","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","","","","","","",".","","",""
"L'BEL","200069684","LBEL B & S PASS COL 100ML","","","Fragancias","","Porque está inspirado en una sensualidad natural y femenina mezclado con la sofisticación y pasión que evoca esta fragancia.","Una fragancia que estimula tus sentidos y despierta tus deseos más profundos.","Tiene un intenso corazón floral, notas orientales y vainilla.","lbel-030201","","","","","","","","","","","","","","","Una fragancia que evoca la pasión con un aroma dulce de intenso corazón floral con notas orientales y vainilla, tan cálido como tus pasiones.","","","","","","Floral","","","","","Colonia Body & Spirit Passion","","Eau de Toilette Atomiseur Pour Femme 100 ml e 3.4 fl. Oz","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","","","","","","","","","",""
"CYZONE","200069856","CZ DANIGHT EDP CC 100 ML","","","Fragancias","","Es un aroma floral de violeta, ciruela y vainilla. La combinación perfecta para brillar con un aroma único, pensado en la energía y el ritmo de la noche.","Úsalo cada vez que quieras brillar y adueñarte de la pista de baile! 

Te recomendamos aplicártelo en aquellos puntos del cuerpo donde late el pulso, por ejemplo detrás de las orejas, en las muñecas, en las clavículas o detrás de las rodillas. No se trata de un ritual sin sentido, si es preferible aplicarlo sobre estas zonas es porque en ellas la temperatura corporal es más alta y el aroma se evaporará más lentamente.","Aroma: Dulce
Eau de parfum
Contenido: 100 ml / 3.4 fl. oz.","cyzone-030201","","","","","","","","","Con un aroma dulce floral de violeta, ciruela y vainilla proyectarás buena vibra que todos podrán notar. El mix entre frutas y flores de este perfume te cargará de energía para ser el alma de la fiesta, además tiene brillo para tu piel.","Familia olfativa: Dulce.
Casa perfumista: Givaudan.
Perfumista: Soraia de Costa Silva.","","","","","Dancing Night es el perfume ideal para una chica alegre y divertida, que desea destacar en una gran noche.","","","","","","Perfumes","","","","","Perfume Dancing night","","Perfume con aroma dulce. Eau de parfum.  50 ml.","","","","","","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","","","","","","QUÉ AROMA TIENE","MÁS DETALLES","","","",""
"CYZONE","200069929","CZ ACTION EDT 50 ML","","","Fragancias","","Su aroma es de cardamomo, ciruela, acorde ozónico y complemento amaderado, mucha frescura y libertad en esta combinación.","Ellos deberán usarlo cuando estén a punto de vivir situaciones extremas o desafiantes. Lo recomendable es aplicarlo en aquellas zonas del cuerpo donde late el pulso, por ejemplo detrás de las orejas, en las muñecas, en las clavículas o detrás de las rodillas. No se trata de un ritual sin sentido, si es preferible aplicarlo sobre estas zonas es porque en ellas la temperatura corporal es más alta y el aroma se evaporará más lentamente.","Aroma: Maderoso
Eau de toilette
Contenido: 50 ml / 1.7 fl. oz.","cyzone-030101","","","","","","","","","","","","","","","Su aroma es de cardamomo, ciruela, acorde ozónico y complemento amaderado, mucha frescura y libertad en esta combinación.","","","","","","Perfumes","","","","","Perfume Action","","Perfume con aroma maderoso. Eau de toilette. 50 ml / 1.6 fl.oz.","","","","","","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","","","","","","QUÉ AROMA TIENE","","","","",""
"ESIKA","200072613","ES SEXYGO EDP 50 ML","","","Fragancias","","Ella es una mujer genuinamente bella, que deslumbra por su fragancia y el cautivante brillo de su piel bronceada. Cuando el sol la ilumina, su esplendor natural se intensifica, envolviéndonos en un fascinante aroma de sensualidad. - Frank Voelkl, Perfumista.","El aroma de este perfume nace alrededor de la orquídea blanca que combinada con la flor del naranjo y diversas notas círtricas, florales y amaderadas le brindan feminidad a la fragancia.",".","esika-020104","","","","","","","","","","","","","","","Deslumbra con tu sensualidad. Una fragancia para mujeres que son genuinamente bellas y que cautivan con el brillo de su piel bronceada.","","","","","","Floral","","","","","Sexy Gold","","Eau de parfum atomiseur 50 ml / 1,7 fl.oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","","","",""
"ESIKA","200072913","ES COMFORCE COL XPLAS 120 ML","","","Fragancias","","Nos encanta su exquisito aroma a frutas tropicales.","Refresca la piel de tu hijo después del baño y le brinda un exquisito aaroma que perdura por horas.","Sus suaves ingredientes refrescan la piel de tu niño, protegiéndola a la vez.","esika-040406","","","","","","","","","","","","","","","Un delicioso aroma que permanecerá por todo el día. Disfruta de la refrescante fragancia con aroma a frutas tropicales.","","","","","","Colonia Niños","","","","","Colonia Xplash","","Colonia 120ml /4 fl.oz.","","","","","","¿Por qué nos encanta?","¿Qué hace?","¿Cómo funciona?","","","","","","","","","","",""
"L'BEL","200075537","LB BRIS VIE EDT CC 100 ML","","","Fragancias","","Es una fragancia fresca, ideal para cualquier momento del día.","Un aroma que te ofrece la frescura de la alegría en el momento que necesites.","Sus notas de magnolia y orquídea enmarcadas en un chispeante aroma cítrico te brindan un placer único.","lbel-030201","","","","","","","","","","","","","","","Siente la alegría de llenar tu vida de momentos inolvidables.","","","","","","Floral","","","","","Fragancia Fresca Brises de Vie","","Eau de Toilette Atomiseur pour femme. 100 ml e 3.4 fl. oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","","","","","","","","","",""
"L'BEL","200075539","LB EMO EDT CC 100 ML","","","Fragancias","","Es ideal para usarlo en tu día a día, su aroma floral te brinda la energía que necesitas.","Una fragancia que ofrece impulso en los momentos que más lo necesitas.","Sus ingredientes frescos de aromas florales y cítricos renuevan tu energía.","lbel-0302","","","","","","","","","","","","","","","Un aroma que evoca a la mujer dinámica y llena de energía.","","","","","","Mujer","","","","","Fragancia Fresca Émouv","","Eau de Toilette Pour Femme. 100 ml e 3.4 fl. oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","","","","","","","","","",""
"L'BEL","200075540","LB B VIE AQ EDT CC 50 ML","","","Fragancias","","Ideal para sentir el placer de la libertad con notas florales y frutales con un acorde único que evoca el azul del mar.","Te ofrece un escape de placer, sofisticación con sus acordes que evocan el azul destellante del agua.","Sus ingredientes con acordes frutales y florales, con toques ozónicos te envuelven en una frescura incomparable.","lbel-030201","","","","","","","","","","","","","","","Refréscate con un aire de libertad con las notas de brisa marina y toques de mandarina. Sumérgete en la incomparable frescura de la libertad y vive un escape de placer y sofisticación.","","","","","","Floral","","","","","Fragancia Fresca Brises de Vie Aqua","","Eau de Toilette Pour Femme. 50 ml e 3.4 fl. oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","","","","","","","","","",""
"L'BEL","200075541","LB B VIE AQ EDT CC 100 ML","","","Fragancias","","Ideal para sentir el placer de la libertad con notas florales y frutales con un acorde único que evoca el azul del mar.","Te ofrece un escape de placer, sofisticación con sus acordes que evocan el azul destellante del agua.","Sus ingredientes con acordes frutales y florales, con toques ozónicos te envuelven en una frescura incomparable.","lbel-030201","","","","","","","","","","","","","","","Refréscate con un aire de libertad con las notas de brisa marina y toques de mandarina. Sumérgete en la incomparable frescura de la libertad y vive un escape de placer y sofisticación.","","","","","","Floral","","","","","Fragancia Fresca Brises de Vie Aqua","","Eau de Toilette Pour Femme. 100 ml e 3.4 fl. oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","","","","","","","","","",""
"CYZONE","200076877","CZ GIRLINK EDP CC 50 ML","","","Fragancias","","Es un aroma con perfume de dulces uvas, flores blancas, y cálidas nueces.","Úsalo cada vez que quieras conectarte con tu lado más fashion y tecnológico. Te recomendamos aplicártelo en aquellos puntos del cuerpo donde late el pulso, por ejemplo detrás de las orejas, en las muñecas, en las clavículas o detrás de las rodillas. No se trata de un ritual sin sentido, si es preferible aplicarlo sobre estas zonas es porque en ellas la temperatura corporal es más alta y el aroma se evaporará más lentamente.","Familia olfativa: Floral - Flores blancas
Aroma: floral
Eau de parfum
Contenido: 50 ml /1.6 fl.oz.","cyzone-030201","","","","","","","","","Es un aroma con perfume de dulces uvas, flores blancas, y cálidas nueces.","Casa perfumista: Firmenich","","","","","El aroma del perfume Girlink tiene toques de uvas dulces, cálidas nueces y flores blancas.","","","","","","Perfumes","","","","","Perfume Girlink","","Perfume con aroma floral. Eau de parfum.  50 ml / 1.6 fl. oz.","","","","","","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","","","","","","QUÉ AROMA TIENE","MÁS DETALLES","","","",""
"L'BEL","200077095","LB EMO EDT CC 50 ML","","","Fragancias","","Es ideal para usarlo en tu día a día, su aroma floral te brinda la energía que necesitas.","Una fragancia que ofrece impulso en los momentos que más lo necesitas.","Sus ingredientes frescos de aromas florales y cítricos renuevan tu energía.","lbel-030201","","","","","","","","","","","","","","","Un aroma que evoca a la mujer dinámica y llena de energía.","","","","","","Floral","","","","","Fragancia Fresca Emouv","","Eau de Toilette Pour Femme. 50 ml e 3.4 fl. oz.","","","","","","¿POR QUÉ NOS ENCANTA?","¿QUÉ HACE?","¿CÓMO FUNCIONA?","","","","","","","","","","",""
"ESIKA","200078916","ES VICTORIU EDP 75 ML","","","Fragancias","","El fútbol es su gran pasión. El gol, su principal motivación. Él sabe que cuando anota, su mundo cambia. El público se levanta eufórico, grita, aplaude y corea intensamente su nombre. Siente que todos los admiran, pues es ahora un héroe. Levanta los brazos y su cabeza hacia el cielo, cierra los ojos y se deja inundar de esa extraordinaria sensación de victoria y fama. Un instante único de satisfacción y reconocimiento que le encanta revivir cada vez que vuelve a jugar. - Napoleon Bastos / Marion Costero, Perfumista.","Notas aromáticas masculinas como el musk, la tonka y el labdanum se refuerzan con acordes cítricos como la lavanda y crean una fragancia ideal para el hombre activo y exitoso.",".","esika-020202","","","","","","","","","","","","","","","Para un hombre que siempre alcanza la victoria. Un hombre activo y deportista exitoso. Victorius es una fragancia fresca con notas aromáticas masculinas de salida reforzadas por el acorde amaderado de su base. Victorius, es como tocar el cielo.","","","","","","Herbal","","","","","Victorius","","Eau de toilette 75 ml / 2.5 fl.oz.","","","","","","Concepto","Notas Olfativas",".","","","","","","","","","","",""
