"codpais","desmarca","aniocampana","cuc","bpcs","codsap","codtipooferta","vincnumoferta","vincodestrategia","descripcuc","pup","desproducto","nrogrupo","precionormalmn","preciooferta","uudemandadas","realuuvendidas","estuuvendidas","ventanetamndemandada","ventanetamnreal","ventanetamnest","ventanetadoldemd","ventanetadolreal","ventanetadolest","costoreposiciondolreal","costoreposiciondolest","costodereposicionuntdolreal","costodereposicionuntdolest","realnropedidos","estnropedidos","realtcpromedio"
PE,CYZONE,"201901","200044715","015019010","200069856         ","015",8606,"001",CZ DANIGHT EDP 100 ML,0,CZ DANIGHT EDP CC 100 ML,,65.0000,41.9000,1042,1042,1752,27374.60000,27374.60000,45413.915,8151,8151.6663,13479.939,1824,3068.1024,1.7512,1.7512,120352,115272,3
PE,CYZONE,"201901","200044715","015019010","200069856         ","015",1343,"998",CZ DANIGHT EDP 100 ML,0,CZ DANIGHT EDP CC 100 ML,0,65.0000,41.9000,1042,1042,1752,27374.60000,27374.60000,45413.915,8151,8151.6663,13479.939,1824,3068.1024,1.7512,1.7512,120352,115272,3
PE,ESIKA,"201901",P0210133000,"289052203","200085016         ","011",1343,"998",ES CFX LL BARRA 2GR,0,ES CFX LL PIMIENTA CALIENTE,0,43.0000,19.9000,4554,4554,415,55312.57000,55312.57000,5109.071,16471,16471.0942,1516.494,2111,192.3525,0.4635,0.4635,120352,115272,3
PE,ESIKA,"201901",P0210133000,"289052203","200085016         ","011",7875,"001",ES CFX LL BARRA 2GR,0,ES CFX LL PIMIENTA CALIENTE,,43.0000,19.9000,4554,4554,415,55312.57000,55312.57000,5109.071,16471,16471.0942,1516.494,2111,192.3525,0.4635,0.4635,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130057","200094715         ","001",1343,"998",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO ROSA/DORÉ,0,35.0000,13.9000,4596,4596,3113,50396.88000,50396.88000,36670.100,15007,15007.2897,10884.564,3393,2298.3279,0.7383,0.7383,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130057","200094715         ","001",1908,"999",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO ROSA/DORÉ,0,35.0000,11.4500,4596,4596,3113,50396.88000,50396.88000,36670.100,15007,15007.2897,10884.564,3393,2298.3279,0.7383,0.7383,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130057","200094715         ","001",1908,"999",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO ROSA/DORÉ,0,35.0000,13.9000,4596,4596,3113,50396.88000,50396.88000,36670.100,15007,15007.2897,10884.564,3393,2298.3279,0.7383,0.7383,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130057","200094715         ","001",16491,"001",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO ROSA/DORÉ,,35.0000,11.4500,4596,4596,3113,50396.88000,50396.88000,36670.100,15007,15007.2897,10884.564,3393,2298.3279,0.7383,0.7383,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130057","200094715         ","001",15645,"001",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO ROSA/DORÉ,,35.0000,13.9000,4596,4596,3113,50396.88000,50396.88000,36670.100,15007,15007.2897,10884.564,3393,2298.3279,0.7383,0.7383,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130057","200094715         ","001",1306,"998",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO ROSA/DORÉ,0,35.0000,13.9000,4596,4596,3113,50396.88000,50396.88000,36670.100,15007,15007.2897,10884.564,3393,2298.3279,0.7383,0.7383,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130057","200094715         ","001",1343,"998",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO ROSA/DORÉ,0,35.0000,11.4500,4596,4596,3113,50396.88000,50396.88000,36670.100,15007,15007.2897,10884.564,3393,2298.3279,0.7383,0.7383,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130057","200094715         ","001",1306,"998",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO ROSA/DORÉ,0,35.0000,11.4500,4596,4596,3113,50396.88000,50396.88000,36670.100,15007,15007.2897,10884.564,3393,2298.3279,0.7383,0.7383,120352,115272,3
PE,CYZONE,"201901","200091230","197160002","200091230         ","003",15690,"001",CZ CY CORRECTOR COVER IT 3.3 G,0,CZ CY CORRECTOR COVER IT 3.3 G,,26.0000,10.5000,2403,2403,4611,21386.70000,21386.70000,41030.103,6368,6368.5768,12178.717,1441,2765.6778,0.5998,0.5998,120352,115272,3
PE,CYZONE,"201901","200091230","197160002","200091230         ","003",1343,"998",CZ CY CORRECTOR COVER IT 3.3 G,0,CZ CY CORRECTOR COVER IT 3.3 G,0,26.0000,10.5000,2403,2403,4611,21386.70000,21386.70000,41030.103,6368,6368.5768,12178.717,1441,2765.6778,0.5998,0.5998,120352,115272,3
PE,ESIKA,"201901","200073399","044280028","200090364         ","013",1343,"998",ES NATCARE LOC LIT & FNAR 1 L,0,ES NATCARE CR CCE FLOR NARA 1L,0,60.0000,28.9000,2058,2058,1087,35954.35000,35954.35000,19434.269,10706,10706.5625,5768.556,3277,1731.3736,1.5928,1.5928,120352,115272,3
PE,ESIKA,"201901","200073399","044280028","200090364         ","013",7911,"001",ES NATCARE LOC LIT & FNAR 1 L,0,ES NATCARE CR CCE FLOR NARA 1L,,60.0000,28.9000,2058,2058,1087,35954.35000,35954.35000,19434.269,10706,10706.5625,5768.556,3277,1731.3736,1.5928,1.5928,120352,115272,3
PE,ESIKA,"201901","200061196","210278021","200089487         ","015",1343,"998",ES DEMAQ BIFASICO CC 125 ML,0,ES DEMAQ BIFAS 125 ML,0,48.0000,31.9000,1216,1216,747,24241.97000,24241.97000,14741.853,7218,7218.8251,4375.734,1572,966.1698,1.2934,1.2934,120352,115272,3
PE,ESIKA,"201901","200061196","210278021","200089487         ","015",8116,"001",ES DEMAQ BIFASICO CC 125 ML,0,ES DEMAQ BIFAS 125 ML,,48.0000,31.9000,1216,1216,747,24241.97000,24241.97000,14741.853,7218,7218.8251,4375.734,1572,966.1698,1.2934,1.2934,120352,115272,3
PE,CYZONE,"201901","200092025","200025001","200092025         ","049",1343,"998",CZ MISEXY PROVO 200 ML,0,CZ MISEXY PROVO 200 ML,0,0.0000,14.0000,2167,2167,934,25700.62000,25700.62000,11081.361,7653,7653.1850,3289.212,2205,950.6252,1.0178,1.0178,120352,115272,3
PE,CYZONE,"201901","200092025","200025001","200092025         ","049",15958,"002",CZ MISEXY PROVO 200 ML,0,CZ MISEXY PROVO 200 ML,,0.0000,14.0000,2167,2167,934,25700.62000,25700.62000,11081.361,7653,7653.1850,3289.212,2205,950.6252,1.0178,1.0178,120352,115272,3
PE,LBEL,"201901","200076067","180270044","200089201         ","049",15960,"002",LB LEDERM CR 55 NOCHE 50 ML,0,LB LEDERM CR NOC 55+ 50 ML,,0.0000,74.9500,173,173,184,10988.96000,10988.96000,11687.124,3272,3272.3157,3469.018,896,953.0096,5.1794,5.1794,120352,115272,3
PE,LBEL,"201901","200076067","180270044","200089201         ","049",1343,"998",LB LEDERM CR 55 NOCHE 50 ML,0,LB LEDERM CR NOC 55+ 50 ML,0,0.0000,74.9500,173,173,184,10988.96000,10988.96000,11687.124,3272,3272.3157,3469.018,896,953.0096,5.1794,5.1794,120352,115272,3
PE,ESIKA,"201901","200088613","454279145","200088613         ","123",15882,"001",ES REN ADVAN LIMP 3EN1 150ML,0,ES REN ADVAN LIMP 3EN1 150ML,,42.0000,16.9000,1361,1361,3397,19489.52000,19489.52000,48651.970,5803,5803.6305,14441.070,1461,3648.7177,1.0741,1.0741,120352,115272,3
PE,ESIKA,"201901","200088613","454279145","200088613         ","123",1343,"998",ES REN ADVAN LIMP 3EN1 150ML,0,ES REN ADVAN LIMP 3EN1 150ML,0,42.0000,16.9000,1361,1361,3397,19489.52000,19489.52000,48651.970,5803,5803.6305,14441.070,1461,3648.7177,1.0741,1.0741,120352,115272,3
PE,ESIKA,"201901",XXXXXXXXX,"521609000","210089797         ","115",1343,"998",N/A,0,ES CLODETTE RELOJ,0,160.0000,74.9000,2355,2355,2343,149471.85000,149471.85000,148720.998,44510,44510.0441,44143.958,15304,15226.6884,6.4988,6.4988,120352,115272,3
PE,ESIKA,"201901",XXXXXXXXX,"521609000","210089797         ","115",15868,"001",N/A,0,ES CLODETTE RELOJ,,160.0000,74.9000,2355,2355,2343,149471.85000,149471.85000,148720.998,44510,44510.0441,44143.958,15304,15226.6884,6.4988,6.4988,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130097","200094719         ","001",1343,"998",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO VINO/DORÉ,0,35.0000,13.9000,3543,3543,4668,37950.94000,37950.94000,54987.481,11301,11301.1113,16321.602,2520,3320.3484,0.7113,0.7113,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130097","200094719         ","001",1908,"999",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO VINO/DORÉ,0,35.0000,13.9000,3543,3543,4668,37950.94000,37950.94000,54987.481,11301,11301.1113,16321.602,2520,3320.3484,0.7113,0.7113,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130097","200094719         ","001",1306,"998",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO VINO/DORÉ,0,35.0000,11.4500,3543,3543,4668,37950.94000,37950.94000,54987.481,11301,11301.1113,16321.602,2520,3320.3484,0.7113,0.7113,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130097","200094719         ","001",15646,"001",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO VINO/DORÉ,,35.0000,13.9000,3543,3543,4668,37950.94000,37950.94000,54987.481,11301,11301.1113,16321.602,2520,3320.3484,0.7113,0.7113,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130097","200094719         ","001",1306,"998",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO VINO/DORÉ,0,35.0000,13.9000,3543,3543,4668,37950.94000,37950.94000,54987.481,11301,11301.1113,16321.602,2520,3320.3484,0.7113,0.7113,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130097","200094719         ","001",16487,"001",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO VINO/DORÉ,,35.0000,11.4500,3543,3543,4668,37950.94000,37950.94000,54987.481,11301,11301.1113,16321.602,2520,3320.3484,0.7113,0.7113,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130097","200094719         ","001",1343,"998",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO VINO/DORÉ,0,35.0000,11.4500,3543,3543,4668,37950.94000,37950.94000,54987.481,11301,11301.1113,16321.602,2520,3320.3484,0.7113,0.7113,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130097","200094719         ","001",1908,"999",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO VINO/DORÉ,0,35.0000,11.4500,3543,3543,4668,37950.94000,37950.94000,54987.481,11301,11301.1113,16321.602,2520,3320.3484,0.7113,0.7113,120352,115272,3
PE,ESIKA,"201901","200092172","424191013","200092172         ","003",1,"008",ES MAGNAT DESO 50 ML,0,ES MAGNAT DESO 50 ML,,18.0000,6.9000,1652,1652,5503,9469.16000,9469.16000,83944.105,2819,2819.7465,24916.622,589,1963.4704,0.3568,0.3568,120352,115272,3
PE,ESIKA,"201901","200092172","424191013","200092172         ","003",1347,"998",ES MAGNAT DESO 50 ML,0,ES MAGNAT DESO 50 ML,0,18.0000,6.7200,1652,1652,5503,9469.16000,9469.16000,83944.105,2819,2819.7465,24916.622,589,1963.4704,0.3568,0.3568,120352,115272,3
PE,ESIKA,"201901","200092172","424191013","200092172         ","003",1343,"998",ES MAGNAT DESO 50 ML,0,ES MAGNAT DESO 50 ML,0,18.0000,6.9000,1652,1652,5503,9469.16000,9469.16000,83944.105,2819,2819.7465,24916.622,589,1963.4704,0.3568,0.3568,120352,115272,3
PE,ESIKA,"201901","200092172","424191013","200092172         ","003",1347,"998",ES MAGNAT DESO 50 ML,0,ES MAGNAT DESO 50 ML,0,18.0000,6.9000,1652,1652,5503,9469.16000,9469.16000,83944.105,2819,2819.7465,24916.622,589,1963.4704,0.3568,0.3568,120352,115272,3
PE,ESIKA,"201901","200092172","424191013","200092172         ","003",15741,"001",ES MAGNAT DESO 50 ML,0,ES MAGNAT DESO 50 ML,,18.0000,6.9000,1652,1652,5503,9469.16000,9469.16000,83944.105,2819,2819.7465,24916.622,589,1963.4704,0.3568,0.3568,120352,115272,3
PE,ESIKA,"201901","200092172","424191013","200092172         ","003",1912,"999",ES MAGNAT DESO 50 ML,0,ES MAGNAT DESO 50 ML,0,18.0000,6.9000,1652,1652,5503,9469.16000,9469.16000,83944.105,2819,2819.7465,24916.622,589,1963.4704,0.3568,0.3568,120352,115272,3
PE,ESIKA,"201901","200092172","424191013","200092172         ","003",16547,"001",ES MAGNAT DESO 50 ML,0,ES MAGNAT DESO 50 ML,,18.0000,6.7200,1652,1652,5503,9469.16000,9469.16000,83944.105,2819,2819.7465,24916.622,589,1963.4704,0.3568,0.3568,120352,115272,3
PE,ESIKA,"201901","200092172","424191013","200092172         ","003",1343,"998",ES MAGNAT DESO 50 ML,0,ES MAGNAT DESO 50 ML,0,18.0000,6.7200,1652,1652,5503,9469.16000,9469.16000,83944.105,2819,2819.7465,24916.622,589,1963.4704,0.3568,0.3568,120352,115272,3
PE,ESIKA,"201901","200092172","424191013","200092172         ","003",1912,"999",ES MAGNAT DESO 50 ML,0,ES MAGNAT DESO 50 ML,0,18.0000,6.7200,1652,1652,5503,9469.16000,9469.16000,83944.105,2819,2819.7465,24916.622,589,1963.4704,0.3568,0.3568,120352,115272,3
PE,ESIKA,"201901",P0210133000,"289052113","200085007         ","011",7856,"001",ES CFX LL BARRA 2GR,0,ES CFX LL ROSADO NUDE,,43.0000,19.9000,1034,1034,108,12437.39000,12437.39000,1329.590,3703,3703.6323,394.653,485,50.7276,0.4697,0.4697,120352,115272,3
PE,ESIKA,"201901",P0210133000,"289052113","200085007         ","011",1343,"998",ES CFX LL BARRA 2GR,0,ES CFX LL ROSADO NUDE,0,43.0000,19.9000,1034,1034,108,12437.39000,12437.39000,1329.590,3703,3703.6323,394.653,485,50.7276,0.4697,0.4697,120352,115272,3
PE,LBEL,"201901","200088616","254228098","200088616         ","011",1343,"998",LB LIG EXP CC CREAM 90G,0,LB LIG EXP CC CREAM 90G,0,58.0000,29.0000,1313,1313,871,23304.80000,23304.80000,16054.443,6939,6939.7527,4765.343,1415,938.6767,1.0777,1.0777,120352,115272,3
PE,LBEL,"201901","200088616","254228098","200088616         ","011",5328,"001",LB LIG EXP CC CREAM 90G,0,LB LIG EXP CC CREAM 90G,,58.0000,29.0000,1313,1313,871,23304.80000,23304.80000,16054.443,6939,6939.7527,4765.343,1415,938.6767,1.0777,1.0777,120352,115272,3
PE,CYZONE,"201901",,"521605000","210089792         ","004",1343,"998",,0,CY LIGHT OF DAY RELOJ,0,150.0000,89.9000,2588,2588,1708,157692.88000,157692.88000,104101.136,46958,46958.1199,30899.713,18150,11978.8872,7.0134,7.0134,120352,115272,3
PE,CYZONE,"201901",,"521605000","210089792         ","004",8405,"001",,0,CY LIGHT OF DAY RELOJ,,150.0000,89.9000,2588,2588,1708,157692.88000,157692.88000,104101.136,46958,46958.1199,30899.713,18150,11978.8872,7.0134,7.0134,120352,115272,3
PE,ESIKA,"201901",XXXXXXXXX,"591344077","210090078         ","004",7839,"001",N/A,0,FI PINKYPHANT PEN,,40.0000,24.9000,465,465,906,7237.37000,7237.37000,13956.238,2155,2155.1593,4142.546,483,941.4246,1.0391,1.0391,120352,115272,3
PE,ESIKA,"201901",XXXXXXXXX,"591344077","210090078         ","004",1343,"998",N/A,0,FI PINKYPHANT PEN,0,40.0000,24.9000,465,465,906,7237.37000,7237.37000,13956.238,2155,2155.1593,4142.546,483,941.4246,1.0391,1.0391,120352,115272,3
PE,ESIKA,"201901","200081874","329001006","200081874         ","013",7956,"001",ES BBCREAM CR PT MEDIO 30 G,0,ES BBCREAM CR PT MEDIO 30 G,,61.0000,29.9000,1383,1383,918,24778.02000,24778.02000,16980.665,7378,7378.4512,5040.268,1831,1215.8910,1.3245,1.3245,120352,115272,3
PE,ESIKA,"201901","200081874","329001006","200081874         ","013",1343,"998",ES BBCREAM CR PT MEDIO 30 G,0,ES BBCREAM CR PT MEDIO 30 G,0,61.0000,29.9000,1383,1383,918,24778.02000,24778.02000,16980.665,7378,7378.4512,5040.268,1831,1215.8910,1.3245,1.3245,120352,115272,3
PE,ESIKA,"201901",P0210072000,"292129014","210085606         ","015",8158,"001",ES PRO DELINEADOR OJOS 1.1G,0,ES PRO DEL AZUL MEDITERRANEO,,28.0000,17.9000,263,263,443,2933.78000,2933.78000,4905.662,873,873.6272,1456.118,161,272.7994,0.6158,0.6158,120352,115272,3
PE,ESIKA,"201901",P0210072000,"292129014","210085606         ","015",1343,"998",ES PRO DELINEADOR OJOS 1.1G,0,ES PRO DEL AZUL MEDITERRANEO,0,28.0000,17.9000,263,263,443,2933.78000,2933.78000,4905.662,873,873.6272,1456.118,161,272.7994,0.6158,0.6158,120352,115272,3
PE,ESIKA,"201901","200097301","081034173","200097301         ","071",16990,"001",ES SOLEIL GOLD PROB C/P 2 ML,0,ES FLK SOLEIL GOLD PRB C/P 2ML,,1.9000,1.6200,839,839,3089,1232.23000,1232.23000,4973.815,366,366.9360,1476.347,137,507.2138,0.1642,0.1642,120352,115272,3
PE,ESIKA,"201901","200097301","081034173","200097301         ","071",1343,"998",ES SOLEIL GOLD PROB C/P 2 ML,0,ES FLK SOLEIL GOLD PRB C/P 2ML,0,1.9000,1.9000,839,839,3089,1232.23000,1232.23000,4973.815,366,366.9360,1476.347,137,507.2138,0.1642,0.1642,120352,115272,3
PE,ESIKA,"201901","200097301","081034173","200097301         ","071",1918,"999",ES SOLEIL GOLD PROB C/P 2 ML,0,ES FLK SOLEIL GOLD PRB C/P 2ML,0,1.9000,1.6200,839,839,3089,1232.23000,1232.23000,4973.815,366,366.9360,1476.347,137,507.2138,0.1642,0.1642,120352,115272,3
PE,ESIKA,"201901","200097301","081034173","200097301         ","071",1918,"999",ES SOLEIL GOLD PROB C/P 2 ML,0,ES FLK SOLEIL GOLD PRB C/P 2ML,0,1.9000,1.9000,839,839,3089,1232.23000,1232.23000,4973.815,366,366.9360,1476.347,137,507.2138,0.1642,0.1642,120352,115272,3
PE,ESIKA,"201901","200097301","081034173","200097301         ","071",15919,"001",ES SOLEIL GOLD PROB C/P 2 ML,0,ES FLK SOLEIL GOLD PRB C/P 2ML,,1.9000,1.9000,839,839,3089,1232.23000,1232.23000,4973.815,366,366.9360,1476.347,137,507.2138,0.1642,0.1642,120352,115272,3
PE,CYZONE,"201901","200091340","086019001","200091340         ","013",8485,"001",CZ IN ME EDP 50 ML,0,CZ IN ME EDP 50 ML,,65.0000,31.9000,1861,1861,1522,34906.37000,34906.37000,30036.281,10394,10394.4928,8915.488,1827,1494.2996,0.9818,0.9818,120352,115272,3
PE,CYZONE,"201901","200091340","086019001","200091340         ","013",1343,"998",CZ IN ME EDP 50 ML,0,CZ IN ME EDP 50 ML,0,65.0000,31.9000,1861,1861,1522,34906.37000,34906.37000,30036.281,10394,10394.4928,8915.488,1827,1494.2996,0.9818,0.9818,120352,115272,3
PE,CYZONE,"201901",P0197093000,"197102036","200087438         ","013",1343,"998",CY LL MAD 4 COLOR 4 G,0,CZ CY LL MAD4COLOR CIRCUS PINK,0,22.0000,10.9000,355,355,1001,2386.57000,2386.57000,6749.964,710,710.6778,2003.551,220,622.4218,0.6218,0.6218,120352,115272,3
PE,CYZONE,"201901",P0197093000,"197102036","200087438         ","013",8453,"001",CY LL MAD 4 COLOR 4 G,0,CZ CY LL MAD4COLOR CIRCUS PINK,,22.0000,10.9000,355,355,1001,2386.57000,2386.57000,6749.964,710,710.6778,2003.551,220,622.4218,0.6218,0.6218,120352,115272,3
PE,ESIKA,"201901","200063934","017165191","200078931         ","018",8276,"001",ES IMAGENES TALCO  CC 140 G,0,ES IMAGENES TALCO CC 140 G,,28.0000,17.9000,1060,1060,339,11623.78000,11623.78000,3856.842,3461,3461.3538,1144.803,920,294.2859,0.8681,0.8681,120352,115272,3
PE,ESIKA,"201901","200063934","017165191","200078931         ","018",1343,"998",ES IMAGENES TALCO  CC 140 G,0,ES IMAGENES TALCO CC 140 G,0,28.0000,17.9000,1060,1060,339,11623.78000,11623.78000,3856.842,3461,3461.3538,1144.803,920,294.2859,0.8681,0.8681,120352,115272,3
PE,LBEL,"201901","200050297","414279206","200090400         ","008",1343,"998",CLARIFIQUE ACLAR PM 30 ML,0,LB DERMOCLARITÉ NOCHE 30 ML,3,122.0000,73.0000,286,286,248,12673.49000,12673.49000,11199.931,3773,3773.9387,3324.407,823,713.8928,2.8786,2.8786,120352,115272,3
PE,LBEL,"201901","200050297","414279206","200090400         ","008",2,"003",CLARIFIQUE ACLAR PM 30 ML,0,LB DERMOCLARITÉ NOCHE 30 ML,3,122.0000,73.0000,286,286,248,12673.49000,12673.49000,11199.931,3773,3773.9387,3324.407,823,713.8928,2.8786,2.8786,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130057","200094715         ","004",7804,"001",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO ROSA/DORÉ,,35.0000,22.9000,850,850,242,12188.05000,12188.05000,3428.402,3629,3629.3833,1017.631,641,182.5164,0.7542,0.7542,120352,115272,3
PE,ESIKA,"201901",P0292130007,"292130057","200094715         ","004",1343,"998",ES PRO LL HD TRANSFORM 4G,0,ES PRO LL HD TRANSFO ROSA/DORÉ,0,35.0000,22.9000,850,850,242,12188.05000,12188.05000,3428.402,3629,3629.3833,1017.631,641,182.5164,0.7542,0.7542,120352,115272,3
PE,ESIKA,"201901","210081473","210157078","210081473         ","045",1343,"998",RUEDA ESM,0,RUEDA ESM,0,10.0000,4.9000,68,68,50,282.20000,282.20000,207.627,84,84.0341,61.628,30,22.6550,0.4531,0.4531,120352,115272,3
PE,ESIKA,"201901","210081473","210157078","210081473         ","045",16205,"001",RUEDA ESM,0,RUEDA ESM,,10.0000,4.9000,68,68,50,282.20000,282.20000,207.627,84,84.0341,61.628,30,22.6550,0.4531,0.4531,120352,115272,3
PE,LBEL,"201901","200060272","254227043","200092344         ","018",1343,"998",LIGNE EXP ANT AC 250 ML LB,0,LB LIGNE EXP ANT AC 250 ML R,0,35.0000,21.0000,132,132,92,1735.50000,1735.50000,1227.965,516,516.8008,364.488,132,92.4876,1.0053,1.0053,120352,115272,3
PE,LBEL,"201901","200060272","254227043","200092344         ","018",5469,"001",LIGNE EXP ANT AC 250 ML LB,0,LB LIGNE EXP ANT AC 250 ML R,,35.0000,21.0000,132,132,92,1735.50000,1735.50000,1227.965,516,516.8008,364.488,132,92.4876,1.0053,1.0053,120352,115272,3
PE,CYZONE,"201901",P0132053000,"132053200","200094227         ","025",1343,"998",CY STUDIO LOOK LL 6 ML,0,CZ STUDIO LOOK LL PINK,0,32.0000,7.9000,215,215,174,1438.35000,1438.35000,1164.916,428,428.3149,345.774,144,117.1890,0.6735,0.6735,120352,115272,3
PE,CYZONE,"201901",P0132053000,"132053200","200094227         ","025",16215,"001",CY STUDIO LOOK LL 6 ML,0,CZ STUDIO LOOK LL PINK,,32.0000,7.9000,215,215,174,1438.35000,1438.35000,1164.916,428,428.3149,345.774,144,117.1890,0.6735,0.6735,120352,115272,3
PE,CYZONE,"201901",P0197050000,"197074017","210085407         ","015",1343,"998",GLAM BY CYZONE SOM LAP JUMBO 2,0,CY SOMB CC BIGNEACY CYTY BLUES,0,26.0000,16.9000,637,637,363,6755.14000,6755.14000,3795.196,2011,2011.5599,1126.505,366,208.6887,0.5749,0.5749,120352,115272,3
PE,CYZONE,"201901",P0197050000,"197074017","210085407         ","015",8554,"001",GLAM BY CYZONE SOM LAP JUMBO 2,0,CY SOMB CC BIGNEACY CYTY BLUES,,26.0000,16.9000,637,637,363,6755.14000,6755.14000,3795.196,2011,2011.5599,1126.505,366,208.6887,0.5749,0.5749,120352,115272,3
PE,ESIKA,"201901",P0292133004,"292133044","200087997         ","013",1343,"998",ES PRO LL COLOR HD VELVET 4G,0,ES PLL HD VELV FUCSIA VIBRANTE,0,34.0000,16.9000,128,128,210,1260.84000,1260.84000,2195.567,375,375.4556,651.696,81,133.8960,0.6376,0.6376,120352,115272,3
PE,ESIKA,"201901",P0292133004,"292133044","200087997         ","013",7909,"001",ES PRO LL COLOR HD VELVET 4G,0,ES PLL HD VELV FUCSIA VIBRANTE,,34.0000,16.9000,128,128,210,1260.84000,1260.84000,2195.567,375,375.4556,651.696,81,133.8960,0.6376,0.6376,120352,115272,3
PE,LBEL,"201901","200051481","161019001","200091343         ","030",16928,"001",BRISES DE VIE AQUA COL 50ML,0,LB NVO BRISES AQUA CC EDT 50ML,,0.0000,0.0000,263,263,818,0.00000,0.00000,0.000,0,0.0000,0.000,133,413.8262,0.5059,0.5059,120352,115272,3
PE,CYZONE,"201901",XXXXXXXXX,"504665000","210085283         ","045",16134,"001",N/A,0,CY MALETIN STRONGER,,99.0000,35.9000,213,213,50,6479.46000,6479.46000,1521.187,1929,1929.4673,451.524,830,194.8500,3.8970,3.8970,120352,115272,3
PE,CYZONE,"201901",XXXXXXXXX,"504665000","210085283         ","045",1343,"998",N/A,0,CY MALETIN STRONGER,0,99.0000,35.9000,213,213,50,6479.46000,6479.46000,1521.187,1929,1929.4673,451.524,830,194.8500,3.8970,3.8970,120352,115272,3
PE,ESIKA,"201901",P0292101009,"292101049","200093226         ","013",7985,"001",ES PRO ESM LUMI MATTE 10ML,0,ES L MATE ESM NA GRIS ARENA,,30.0000,14.9000,143,143,57,1153.52000,1153.52000,525.414,343,343.4976,155.955,88,35.1975,0.6175,0.6175,120352,115272,3
PE,ESIKA,"201901",P0292101009,"292101049","200093226         ","013",1343,"998",ES PRO ESM LUMI MATTE 10ML,0,ES L MATE ESM NA GRIS ARENA,0,30.0000,14.9000,143,143,57,1153.52000,1153.52000,525.414,343,343.4976,155.955,88,35.1975,0.6175,0.6175,120352,115272,3
PE,ESIKA,"201901",P0292101009,"292101049","200093226         ","013",17212,"001",ES PRO ESM LUMI MATTE 10ML,0,ES L MATE ESM NA GRIS ARENA,,0.0000,11.9000,143,143,57,1153.52000,1153.52000,525.414,343,343.4976,155.955,88,35.1975,0.6175,0.6175,120352,115272,3
PE,ESIKA,"201901","200094965","338034001","200094965         ","071",15920,"001",ES SALVAJE URBAN PROB PUMP 2ML,0,ES SALVAJE URBAN PROB PUMP 2ML,,0.0000,1.9000,1110,1110,2974,1608.30000,1608.30000,4788.646,478,478.9229,1421.384,170,456.8064,0.1536,0.1536,120352,115272,3
PE,ESIKA,"201901","200094965","338034001","200094965         ","071",1918,"999",ES SALVAJE URBAN PROB PUMP 2ML,0,ES SALVAJE URBAN PROB PUMP 2ML,0,0.0000,1.9000,1110,1110,2974,1608.30000,1608.30000,4788.646,478,478.9229,1421.384,170,456.8064,0.1536,0.1536,120352,115272,3
PE,ESIKA,"201901","200094965","338034001","200094965         ","071",1343,"998",ES SALVAJE URBAN PROB PUMP 2ML,0,ES SALVAJE URBAN PROB PUMP 2ML,0,0.0000,1.9000,1110,1110,2974,1608.30000,1608.30000,4788.646,478,478.9229,1421.384,170,456.8064,0.1536,0.1536,120352,115272,3
