"Origen Atributos","codsap","desproductosap","unidadmedidabase","codproducto","codgrupoarticulo","desgrupoarticulo","codunidadnegocio","codjerq01","codmarca","desmarca","codigonegocio","desnegocio","codatributo1","desatributo1","codatributo2","desatributo2","codatributo3","desatributo3","peticionborrado","tipoean","codean13","codcuc","descripcioncuc","codcuctono","descripcioncuctono","codlinea","deslinea","codjerq02","desjerq02","codcategoria","descategoria","codsubcategoria","dessubcategoria","codtipo","destipo","codsubtipo","dessubtipo","codproductogenerico","desproductogenerico","codproductosupergenerico","desproductosupergenerico","largo","ancho","volumen","pesobruto","alto","unidadlongitud","unidadvolumen","unidadpeso","codclasemkt","aplicacionlugaruso","beneficio","descaracteristicabulk","edadobjetivo","familiafragancia","gama","grupoproductoac","mercado","presentacionenvase","sexo","sexoedadobjetivo","teoriacolor","tipoestuche","tipopielcabello","tipoproducto","contenidoneto","umcontenido","acabadoaccessorios","acabadocajareloj","acabadoluna","adicional","caracteristicastirasasas","caracteristicasbijouterie","cierrecomplementos","clasificacionproductos","colorcorrea","colorluna","colormarco","colortono","colortonocajareloj","detallecaja","detalleespecifi","detalleproducto","detallesuela","detallebrazo","detallemarcolentes","dialacabado","colorreloj","disenocomplementos","tipoestampado","estiloaccesorio","estiloropa","formacaja","grosorbrazo","grupoproductoshogar","insumocajareloj","insumomaterialprimario","insumocomplementario","materialcajareloj","modelolentes","niveles","nombregenericoaccesorio","nombregenerico","ocasionusoaccesorio","ocasionusoropa","origenaccesorio","tipoplaneacion","posicionamiento","presentacionforma","rotulosfila","subtipoprodhogar","subtipoprodcomplementos","tallatamano","tema","tematico","tipoluna","tipomaterial","tipomaterialropacalzado","tipomaterialbrazolente","tipotirasasas","tipologiareloj","tirasasas","versatilidad"
"SAP","210093357","ES BOLSO EMMA DO","UNI","P0602103482","0501","Promociones de 3ros","Apoyo","02050","02","ESIKA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","6072232555528","PROMOCION USUARIOS/COMPLEMENTOS/TF/TC/TP PUNTUAL/CARTERA","72","PROMOCION USUARIOS","232","COMPLEMENTOS","555","TF","528","TC/TP PUNTUAL/CARTERA","","","","","450.000","50.000","7200.000","600.000","320.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093334","ES ORITT RELOJ","UNI","P0521672000","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2188219999357","DAMAS/SPORT ELEGANTE/VARIOS/A","88","DAMAS","219","SPORT ELEGANTE","999","VARIOS","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093335","ES CLARENCE RELOJ","UNI","P0521673000","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2188219098357","DAMAS/SPORT ELEGANTE/PULS.CUERO/A","88","DAMAS","219","SPORT ELEGANTE","098","PULS.CUERO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093336","ES AMORELA RELOJ","UNI","P0521674000","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2188219999357","DAMAS/SPORT ELEGANTE/VARIOS/A","88","DAMAS","219","SPORT ELEGANTE","999","VARIOS","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093337","ES GOLD LIGHT RELOJ","UNI","P0521675000","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2188219098357","DAMAS/SPORT ELEGANTE/PULS.CUERO/A","88","DAMAS","219","SPORT ELEGANTE","098","PULS.CUERO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093338","ES QUEENSLAND RELOJ","UNI","P0521676000","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2188219097357","DAMAS/SPORT ELEGANTE/PULS.METAL/A","88","DAMAS","219","SPORT ELEGANTE","097","PULS.METAL","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093339","ES LORDLOVE RELOJ","UNI","P0521677000","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2188219999357","DAMAS/SPORT ELEGANTE/VARIOS/A","88","DAMAS","219","SPORT ELEGANTE","999","VARIOS","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093340","ES GOLDENROD RELOJ","UNI","P0521678000","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2188219999357","DAMAS/SPORT ELEGANTE/VARIOS/A","88","DAMAS","219","SPORT ELEGANTE","999","VARIOS","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093341","ES BLENDY RELOJ","UNI","P0521679000","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2189219098357","CABALLEROS/SPORT ELEGANTE/PULS.CUERO/A","89","CABALLEROS","219","SPORT ELEGANTE","098","PULS.CUERO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093347","ES HAZARD RELOJ","UNI","P0521700000","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2189219097357","CABALLEROS/SPORT ELEGANTE/PULS.METAL/A","89","CABALLEROS","219","SPORT ELEGANTE","097","PULS.METAL","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042402","HELADERA 341L INCENT GZ","UNI","P0976267040","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650.000","600.000","663000.000","95000.000","1700.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042403","HELADERA 520L INCENT GZ","UNI","P0976267041","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","745.000","895.000","1192193.700","11700.000","1788.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042404","CAFETERA IMACO CV C03-05/19","UNI","P0976267042","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200.000","200.000","12000.000","3000.000","300.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042405","MICROONDAS 31 LTS INCENT GZ","UNI","P0976267043","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","430.000","513.000","133015.770","1800.000","603.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042406","OSTER ELECTROLUX INCENT GZ","UNI","P0976267044","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.000","650.000","81604.250","160.000","1477.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042407","SAMSUNG S8 INCENT GZ","UNI","P0976267045","0502","Incentivos","Apoyo","02050","02","ESIKA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.000","650.000","81604.250","160.000","1477.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042408","SOF- MARCEL INCENT GZ","UNI","P0976267046","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800.000","1900.000","1824000.000","85000.000","1200.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042409","HERVIDOR 1.7LT IMACO CV C03/19","UNI","P0976267047","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200.000","200.000","12000.000","3000.000","300.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042410","TV SAMSUNG  40"" INCENT GZ","UNI","P0976267048","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.000","1104.000","83949.264","12300.000","639.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042411","TV SURE FULL HD 32"" INCENT GZ","UNI","P0976267049","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.000","730.000","28251.000","7000.000","430.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042412","TV SURE FULL  40"" INCENT GZ","UNI","P0976267050","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520.000","910.000","56784.000","8000.000","120.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083825","BARNIZ IT-S YOU TRAV","KG","P0907221229","0503","Material Apoyo Venta","Apoyo","02050","02","ESIKA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.500","5.000","0.101","0.100","4.500","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083827","BARNIZ SALVAJE URB","KG","P0907221230","0503","Material Apoyo Venta","Apoyo","02050","02","ESIKA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.500","5.000","0.101","0.100","4.500","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083828","BARNIZ BREAK IN","KG","P0907221231","0503","Material Apoyo Venta","Apoyo","03050","03","CYZONE","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.500","5.000","0.101","0.100","4.500","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083829","BARNIZ MIA","KG","P0907221232","0503","Material Apoyo Venta","Apoyo","02050","02","ESIKA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.500","5.000","0.101","0.100","4.500","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083830","BARNIZ VALENTIA","KG","P0907221233","0503","Material Apoyo Venta","Apoyo","02050","02","ESIKA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.500","5.000","0.101","0.100","4.500","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083832",".","UNI","P0907221234","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.000","250.000","600.000","50.000","8.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083834","CATAL.ESIKA PIL.ESC 1 C10/2019","UNI","P0907221235","0503","Material Apoyo Venta","Apoyo","02050","02","ESIKA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230.000","180.000","9522.000","20.000","230.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083836","CATAL.ESIKA PIL.ESC 2 C10/2019","UNI","P0907221236","0503","Material Apoyo Venta","Apoyo","02050","02","ESIKA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230.000","180.000","9522.000","20.000","230.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083837","SOBRE BELCORP ESC 1 C10/2019","UNI","P0907221237","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.000","250.000","22500.000","100.000","300.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083838","SOBRE BELCORP ESC 2 C10/2019","UNI","P0907221238","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.000","250.000","22500.000","100.000","300.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083839","SOBRE NUEVAS ESC 1 C10/2019","UNI","P0907221239","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.000","250.000","22500.000","120.000","300.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083840","SOBRE NUEVAS ESC 2 C10/2019","UNI","P0907221240","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.000","250.000","22500.000","120.000","300.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083841","SOBRE REINGRE ESC 1 C10/2019","UNI","P0907221241","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.000","250.000","22500.000","100.000","300.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083842","SOBRE REINGRE ESC 2 C10/2019","UNI","P0907221242","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.000","250.000","22500.000","100.000","300.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
