"Origen Atributos","codsap","desproductosap","unidadmedidabase","codproducto","codgrupoarticulo","desgrupoarticulo","codunidadnegocio","codjerq01","codmarca","desmarca","codigonegocio","desnegocio","codatributo1","desatributo1","codatributo2","desatributo2","codatributo3","desatributo3","peticionborrado","tipoean","codean13","codcuc","descripcioncuc","codcuctono","descripcioncuctono","codlinea","deslinea","codjerq02","desjerq02","codcategoria","descategoria","codsubcategoria","dessubcategoria","codtipo","destipo","codsubtipo","dessubtipo","codproductogenerico","desproductogenerico","codproductosupergenerico","desproductosupergenerico","largo","ancho","volumen","pesobruto","alto","unidadlongitud","unidadvolumen","unidadpeso","codclasemkt","aplicacionlugaruso","beneficio","descaracteristicabulk","edadobjetivo","familiafragancia","gama","grupoproductoac","mercado","presentacionenvase","sexo","sexoedadobjetivo","teoriacolor","tipoestuche","tipopielcabello","tipoproducto","contenidoneto","umcontenido","acabadoaccessorios","acabadocajareloj","acabadoluna","adicional","caracteristicastirasasas","caracteristicasbijouterie","cierrecomplementos","clasificacionproductos","colorcorrea","colorluna","colormarco","colortono","colortonocajareloj","detallecaja","detalleespecifi","detalleproducto","detallesuela","detallebrazo","detallemarcolentes","dialacabado","colorreloj","disenocomplementos","tipoestampado","estiloaccesorio","estiloropa","formacaja","grosorbrazo","grupoproductoshogar","insumocajareloj","insumomaterialprimario","insumocomplementario","materialcajareloj","modelolentes","niveles","nombregenericoaccesorio","nombregenerico","ocasionusoaccesorio","ocasionusoropa","origenaccesorio","tipoplaneacion","posicionamiento","presentacionforma","rotulosfila","subtipoprodhogar","subtipoprodcomplementos","tallatamano","tema","tematico","tipoluna","tipomaterial","tipomaterialropacalzado","tipomaterialbrazolente","tipotirasasas","tipologiareloj","tirasasas","versatilidad"
"SAP","200100003","CZ LL COL CODE ROSE COLOR PL","UNI","P0197135067","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100004","CZ LL CODE STRAWBERRY COLOR PL","UNI","P0197135077","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100005","CZ LL COLCODE EMERALD COLOR PL","UNI","P0197135087","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100006","CZ LL COL CODE BLACK COLOR PL","UNI","P0197135097","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100007","CZ LL CC COLOR CODE LILAC PL","UNI","P0197135107","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100008","CZ LL CC COLOR CODE BROWNY PL","UNI","P0197135117","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100009","CZ LL COLOR CODE BURGUNDY PL","UNI","P0197135127","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100010","CZ LL CO CO CARAMEL COLOR PL","UNI","P0197135137","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100011","CZ LL COL TERRACOTA COLOR PL","UNI","P0197135147","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100012","CZ LL COL ROSE PINK COLOR PL","UNI","P0197135157","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100013","CZ LL COL CO GINGER COLOR PL","UNI","P0197135167","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100014","CZ LL COL DEEP WINE COLOR PL","UNI","P0197135177","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100015","CZ LL COL CO MALBEC COLOR PL","UNI","P0197135187","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100016","CZ LL COL DARK PLUM COLOR PL","UNI","P0197135197","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100017","CZ LL COL OCEAN BLUE COLOR PL","UNI","P0197135207","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100018","CZ LL COL C PUMPKIN COLOR PL","UNI","P0197135217","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100019","CZ LL COL COD MALVA COLOR PL","UNI","P0197135227","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135007","CZ LL COLOR CODE PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100020","CZ LL COL CO CHERRY COLO PR PL","UNI","P0197135018","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100021","CZ LL COL CO RUBY COLOR PR PL","UNI","P0197135028","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100022","CZ LL CODE CORAL COLOR PR PL","UNI","P0197135038","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100023","CZ LL  CODE FUCSIA COLOR PR PL","UNI","P0197135048","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100024","CZ LL CODE ROYA BLUE COL PR PL","UNI","P0197135058","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100025","CZ LL COL CODE ROSE COL PR PL","UNI","P0197135068","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100026","CZ LL COD STRAWBE COLOR PR PL","UNI","P0197135078","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
