"Origen Atributos","codsap","desproductosap","unidadmedidabase","codproducto","codgrupoarticulo","desgrupoarticulo","codunidadnegocio","codjerq01","codmarca","desmarca","codigonegocio","desnegocio","codatributo1","desatributo1","codatributo2","desatributo2","codatributo3","desatributo3","peticionborrado","tipoean","codean13","codcuc","descripcioncuc","codcuctono","descripcioncuctono","codlinea","deslinea","codjerq02","desjerq02","codcategoria","descategoria","codsubcategoria","dessubcategoria","codtipo","destipo","codsubtipo","dessubtipo","codproductogenerico","desproductogenerico","codproductosupergenerico","desproductosupergenerico","largo","ancho","volumen","pesobruto","alto","unidadlongitud","unidadvolumen","unidadpeso","codclasemkt","aplicacionlugaruso","beneficio","descaracteristicabulk","edadobjetivo","familiafragancia","gama","grupoproductoac","mercado","presentacionenvase","sexo","sexoedadobjetivo","teoriacolor","tipoestuche","tipopielcabello","tipoproducto","contenidoneto","umcontenido","acabadoaccessorios","acabadocajareloj","acabadoluna","adicional","caracteristicastirasasas","caracteristicasbijouterie","cierrecomplementos","clasificacionproductos","colorcorrea","colorluna","colormarco","colortono","colortonocajareloj","detallecaja","detalleespecifi","detalleproducto","detallesuela","detallebrazo","detallemarcolentes","dialacabado","colorreloj","disenocomplementos","tipoestampado","estiloaccesorio","estiloropa","formacaja","grosorbrazo","grupoproductoshogar","insumocajareloj","insumomaterialprimario","insumocomplementario","materialcajareloj","modelolentes","niveles","nombregenericoaccesorio","nombregenerico","ocasionusoaccesorio","ocasionusoropa","origenaccesorio","tipoplaneacion","posicionamiento","presentacionforma","rotulosfila","subtipoprodhogar","subtipoprodcomplementos","tallatamano","tema","tematico","tipoluna","tipomaterial","tipomaterialropacalzado","tipomaterialbrazolente","tipotirasasas","tipologiareloj","tirasasas","versatilidad"
"SAP","200100027","CZ LL CODE EMERALD COLOR PR PL","UNI","P0197135088","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100028","CZ LL  CODE BLACK COLOR PR PL","UNI","P0197135098","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100029","CZ LL COLOR CODE LILAC PR PL","UNI","P0197135108","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100030","CZ LL COLOR CODE BROWNY PR PL","UNI","P0197135118","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100031","CZ LL COLOR COD BURGUNDY PR PL","UNI","P0197135128","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100032","CZ LL COL CARAMEL COLOR PR PL","UNI","P0197135138","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100033","CZ LL C TERRACOTA COLOR PR PL","UNI","P0197135148","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100034","CZ LL C ROSE PINK COLOR PR PL","UNI","P0197135158","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100035","CZ LL CO GINGER COLOR PR PL","UNI","P0197135168","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100036","CZ LL C DEEP WINE COLOR PR PL","UNI","P0197135178","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100037","CZ LL COL MALBEC COLOR PR PL","UNI","P0197135188","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100038","CZ LL C DARK PLUM COLOR PR PL","UNI","P0197135198","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100039","CZ LL C OCEANBLUE COLOR PR PL","UNI","P0197135208","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100040","CZ LL C PUMPKIN COLOR PR PL","UNI","P0197135218","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100041","CZ LL COL MALVA COLOR PR PL","UNI","P0197135228","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135008","CY LL COLOR CODE PR PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100042","CZ LL C CARAMEL COLOR PA PL","UNI","P0197135019","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135009","CZ LL COLOR CODE PA PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100043","CZ LL C TERRACO COLOR PA PL","UNI","P0197135029","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135009","CZ LL COLOR CODE PA PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100044","CZ LL C RO PINK COLOR PA PL","UNI","P0197135039","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135009","CZ LL COLOR CODE PA PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100045","CZ LL CO GINGER COLOR PA PL","UNI","P0197135049","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135009","CZ LL COLOR CODE PA PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100046","CZ LL C DEEP WINE COLOR PA PL","UNI","P0197135059","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135009","CZ LL COLOR CODE PA PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100047","CZ LL CO MALBEC COLOR PA PL","UNI","P0197135069","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135009","CZ LL COLOR CODE PA PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100048","CZ LL C DARK PLUM COLOR PA PL","UNI","P0197135079","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135009","CZ LL COLOR CODE PA PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100049","CZ LL C OCEAN BLUE COLO PA PL","UNI","P0197135089","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135009","CZ LL COLOR CODE PA PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100050","CZ LL CO PUMPKIN COLOR PA PL","UNI","P0197135099","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135009","CZ LL COLOR CODE PA PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200100051","CZ LL COL MALVA COLOR PA PL","UNI","P0197135109","0102","Maquillaje","Cosmeticos","030102000200100001","03","CYZONE","0102","MAQUILLAJE","0002","LABIOS","0010","LAPIZ LABIAL","0001","FEMENINO","","","","","","","","CY","CY","1202036027020","MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA","02","MAQUILLAJE","036","PARA LABIOS","027","LAPIZ LABIAL","020","BARRA","P0197135009","CZ LL COLOR CODE PA PL 4G","","","0.000","0.000","0.000","0.000","0.000","","","","Maquillaje","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200099997","ES VALENTIA EDP 45 ML NAC","UNI","P0448019002","0101","Fragancias","Cosmeticos","02010100010005","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0005","EAU DE PARFUM","","","","","","200095496","ES VALENTIA EDP 45 ML","","","ES FEMENINA P4 MEDIA","VALENTIA","1101165001079","FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","165","DAMAS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","56.000","42.000","291.648","204.100","124.000","MM","CM3","G","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Eau De Parfum","45.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093381","K ARETES COMERCIAL (DISP 1)","UNI","P0599002880","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093382","K ARETES COMERCIAL (DISP 2)","UNI","P0599002881","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093383","K ARETES COMERCIAL (DISP 3)","UNI","P0599002882","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093384","K COLLAR COMERCIAL (DISP 1)","UNI","P0599002910","020102","Collares","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093385","K ARETES COMERCIAL (DISP 4)","UNI","P0599002883","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093386","K ARETES COMERCIAL (DISP 5)","UNI","P0599002884","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093387","K ARETES COMERCIAL (DISP 6)","UNI","P0599002885","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093388","K ARETES COMERCIAL (DISP 7)","UNI","P0599002886","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093389","K ARETES COMERCIAL (DISP 8)","UNI","P0599002887","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093390","K ARETES COMERCIAL (DISP 9)","UNI","P0599002888","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093391","K ARETES COMERCIAL (DISP 10)","UNI","P0599002889","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093392","K ARETES COMERCIAL (DISP 11)","UNI","P0599002890","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093393","K ARETES COMERCIAL (DISP 12)","UNI","P0599002891","020101","Aretes","Accesorios","990201","99","GENERICA","0201","BIJOUTERIE","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","2088999094357","DAMAS/VARIOS/CLASICO/A","88","DAMAS","999","VARIOS","094","CLASICO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
