"Origen Atributos","codsap","desproductosap","unidadmedidabase","codproducto","codgrupoarticulo","desgrupoarticulo","codunidadnegocio","codjerq01","codmarca","desmarca","codigonegocio","desnegocio","codatributo1","desatributo1","codatributo2","desatributo2","codatributo3","desatributo3","peticionborrado","tipoean","codean13","codcuc","descripcioncuc","codcuctono","descripcioncuctono","codlinea","deslinea","codjerq02","desjerq02","codcategoria","descategoria","codsubcategoria","dessubcategoria","codtipo","destipo","codsubtipo","dessubtipo","codproductogenerico","desproductogenerico","codproductosupergenerico","desproductosupergenerico","largo","ancho","volumen","pesobruto","alto","unidadlongitud","unidadvolumen","unidadpeso","codclasemkt","aplicacionlugaruso","beneficio","descaracteristicabulk","edadobjetivo","familiafragancia","gama","grupoproductoac","mercado","presentacionenvase","sexo","sexoedadobjetivo","teoriacolor","tipoestuche","tipopielcabello","tipoproducto","contenidoneto","umcontenido","acabadoaccessorios","acabadocajareloj","acabadoluna","adicional","caracteristicastirasasas","caracteristicasbijouterie","cierrecomplementos","clasificacionproductos","colorcorrea","colorluna","colormarco","colortono","colortonocajareloj","detallecaja","detalleespecifi","detalleproducto","detallesuela","detallebrazo","detallemarcolentes","dialacabado","colorreloj","disenocomplementos","tipoestampado","estiloaccesorio","estiloropa","formacaja","grosorbrazo","grupoproductoshogar","insumocajareloj","insumomaterialprimario","insumocomplementario","materialcajareloj","modelolentes","niveles","nombregenericoaccesorio","nombregenerico","ocasionusoaccesorio","ocasionusoropa","origenaccesorio","tipoplaneacion","posicionamiento","presentacionforma","rotulosfila","subtipoprodhogar","subtipoprodcomplementos","tallatamano","tema","tematico","tipoluna","tipomaterial","tipomaterialropacalzado","tipomaterialbrazolente","tipotirasasas","tipologiareloj","tirasasas","versatilidad"
"SAP","200099988","REGALO FIC C08 2019","UNI","P0907221247","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","7099999999999","VARIOS/VARIOS/VARIOS/VARIOS","99","VARIOS","999","VARIOS","999","VARIOS","999","VARIOS","","","","","61.000","61.000","401.868","401.900","108.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093375","COCINA DE DOS HORNILLAS","UNI","P0907221248","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","7099999999999","VARIOS/VARIOS/VARIOS/VARIOS","99","VARIOS","999","VARIOS","999","VARIOS","999","VARIOS","","","","","300.000","200.000","3000.000","1000.000","50.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093376","MANTA SHERPA","UNI","P0907221249","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","7099999999999","VARIOS/VARIOS/VARIOS/VARIOS","99","VARIOS","999","VARIOS","999","VARIOS","999","VARIOS","","","","","300.000","200.000","3000.000","1000.000","50.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093377","SET 12 PIEZAS DE CRISTAL","UNI","P0907221250","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","7099999999999","VARIOS/VARIOS/VARIOS/VARIOS","99","VARIOS","999","VARIOS","999","VARIOS","999","VARIOS","","","","","300.000","200.000","3000.000","1000.000","50.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093378","WOK DE 30CM + ESP-TULA","UNI","P0907221251","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","SIN LINEA EN PARTICULAR","SIN LINEA EN PARTICULAR","7099999999999","VARIOS/VARIOS/VARIOS/VARIOS","99","VARIOS","999","VARIOS","999","VARIOS","999","VARIOS","","","","","300.000","200.000","3000.000","1000.000","50.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093360","ES AITOR RELOJ","UNI","P0521700001","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2189219097357","CABALLEROS/SPORT ELEGANTE/PULS.METAL/A","89","CABALLEROS","219","SPORT ELEGANTE","097","PULS.METAL","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093361","ES CARDIX RELOJ","UNI","P0521700002","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2189220999359","CABALLEROS/SPORT/VARIOS/C","89","CABALLEROS","220","SPORT","999","VARIOS","359","C","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093362","ES N-MADEX RELOJ","UNI","P0521700003","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2189219098357","CABALLEROS/SPORT ELEGANTE/PULS.CUERO/A","89","CABALLEROS","219","SPORT ELEGANTE","098","PULS.CUERO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093363","ES IMAGINE GIRL RELOJ","UNI","P0521700004","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2191220999359","NI#OS/SPORT/VARIOS/C","91","NI#OS","220","SPORT","999","VARIOS","359","C","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093364","ES DRAKE RELOJ","UNI","P0521700005","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2191220999359","NI#OS/SPORT/VARIOS/C","91","NI#OS","220","SPORT","999","VARIOS","359","C","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210093365","ES MORRISON RELOJ","UNI","P0521700006","0203","Relojes","Accesorios","020203","02","ESIKA","0203","RELOJES","","","","","","","","","","","","","","ESIKA ACCESORIOS","ESIKA ACCESORIOS","2189219098357","CABALLEROS/SPORT ELEGANTE/PULS.CUERO/A","89","CABALLEROS","219","SPORT ELEGANTE","098","PULS.CUERO","357","A","","","","","0.000","0.000","0.000","0.000","0.000","","","","Reloj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042413","SAMSUNG J5 PRIME INCENT GZ","UNI","P0976267051","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.000","695.000","80389.260","143.000","1428.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042414","CAFETERA PREMIUM CV C03-05/19","UNI","P0976267052","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200.000","200.000","12000.000","3000.000","300.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042415","SIST AUDIO BT CV C03-05/19 CR","UNI","P0976267053","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.000","300.000","360000.000","3500.000","4000.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","220042416","REFRIGERADOR N5 C13-17/18 CON","UNI","P0976267054","0502","Incentivos","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670.000","670.000","745174.000","30000.000","1660.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083851","ETIQ PERF CYZN TASTE COL","UNI","P0907221243","0503","Material Apoyo Venta","Apoyo","03050","03","CYZONE","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.500","5.000","0.101","0.100","4.500","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083852","ETIQ PERF NEW CODE RED","UNI","P0907221244","0503","Material Apoyo Venta","Apoyo","01050","01","L'BEL","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.500","5.000","0.101","0.100","4.500","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083857","CATALOGO EXPOFERTA C08/19","UNI","P0907221252","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.000","250.000","600.000","50.000","8.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","400083858","REVISTA GANANCIA C08/19","UNI","P0907221253","0503","Material Apoyo Venta","Apoyo","99050","99","GENERICA","050","NEGOCIOS DE APOYO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.000","250.000","600.000","50.000","8.000","MM","CM3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
